Event ID,Event,Date,Score,Result,Sport,Location,Opposing Team
94019,Wyoming,24-Sep-1993,3 - 2,Win,W Volleyball,Wyoming,Wyoming
94020,Colorado State,25-Sep-1993,3 - 1,Win,W Volleyball,Colorado State,Colorado State
94021,Utah State,29-Sep-1993,3 - 0,Win,W Volleyball,Utah State,Utah State
94022,Utah,1-Oct-1993,3 - 0,Win,W Volleyball,Utah,Utah
94023,New Mexico,8-Oct-1993,3 - 1,Win,W Volleyball,BYU,New Mexico
94024,UTEP,9-Oct-1993,3 - 0,Win,W Volleyball,BYU,UTEP
94025,Fresno State,14-Oct-1993,3 - 0,Win,W Volleyball,Fresno State,Fresno State
94026,San Diego State,15-Oct-1993,3 - 1,Win,W Volleyball,SDSU,SDSU
94027,Weber State,22-Oct-1993,3 - 0,Win,W Volleyball,Weber State,Weber State
94028,Colorado State,29-Oct-1993,3 - 0,Win,W Volleyball,BYU,Colorado State
94029,Wyoming,30-Oct-1993,3 - 0,Win,W Volleyball,BYU,Wyoming
94030,Utah,3-Nov-1993,3 - 0,Win,W Volleyball,BYU,Utah
94031,Cal State Northridge,5-Nov-1993,3 - 0,Win,W Volleyball,Neutral,CSUN
94032,California,6-Nov-1993,3 - 1,Win,W Volleyball,Cal,Cal
94033,UTEP,12-Nov-1993,3 - 0,Win,W Volleyball,UTEP,UTEP
94034,New Mexico,13-Nov-1993,3 - 1,Win,W Volleyball,New Mexico,New Mexico
94035,Fresno State,19-Nov-1993,3 - 0,Win,W Volleyball,BYU,Fresno State
94036,San Diego State,20-Nov-1993,3 - 1,Win,W Volleyball,BYU,SDSU
94037,UCLA,26-Nov-1993,2 - 3,Loss,W Volleyball,Neutral,UCLA
94038,Notre Dame,27-Nov-1993,3 - 0,Win,W Volleyball,Neutral,Notre Dame
94039,Washington State,4-Dec-1993,3 - 0,Win,W Volleyball,BYU,Washington State
94040,Arizona,10-Dec-1993,3 - 1,Win,W Volleyball,Neutral,Arizona
94041,UCLA,11-Dec-1993,3 - 0,Win,W Volleyball,UCLA,UCLA
94042,Penn State,16-Dec-1993,1 - 3,Loss,W Volleyball,Neutral,Penn State
94043,Idaho State,2-Sep-1992,3 - 1,Win,W Volleyball,Idaho State,Idaho State
94044,No. 1 UCLA,11-Sep-1992,0 - 3,Loss,W Volleyball,BYU,UCLA
94045,No. 13 Florida,12-Sep-1992,0 - 3,Loss,W Volleyball,BYU,Florida
94046,No. 2 Stanford,15-Sep-1992,0 - 3,Loss,W Volleyball,BYU,Stanford
94047,No. 7 Texas,18-Sep-1992,3 - 1,Win,W Volleyball,BYU,Texas
94048,Idaho State,19-Sep-1992,3 - 0,Win,W Volleyball,BYU,Idaho State
94049,No. 23 Pepperdine,19-Sep-1992,3 - 0,Win,W Volleyball,BYU,Pepperdine
94050,Cal State Northridge,25-Sep-1992,3 - 0,Win,W Volleyball,Neutral,CSUN
94051,San Diego,26-Sep-1992,3 - 0,Win,W Volleyball,San Diego,San Diego
94052,North Texas,26-Sep-1992,3 - 0,Win,W Volleyball,Neutral,North Texas
94053,Utah,29-Sep-1992,3 - 0,Win,W Volleyball,BYU,Utah
94054,Texas-Arlington,2-Oct-1992,3 - 0,Win,W Volleyball,BYU,UT Arlington
94055,Cal Poly,3-Oct-1992,3 - 0,Win,W Volleyball,BYU,Cal Poly
94056,No. 12 New Mexico,9-Oct-1992,3 - 1,Win,W Volleyball,New Mexico,New Mexico
94057,UTEP,10-Oct-1992,3 - 0,Win,W Volleyball,UTEP,UTEP
94058,San Diego State,16-Oct-1992,3 - 0,Win,W Volleyball,BYU,SDSU
94059,No. 25 Fresno State,17-Oct-1992,3 - 0,Win,W Volleyball,BYU,Fresno State
94060,Colorado State,22-Oct-1992,3 - 1,Win,W Volleyball,Colorado State,Colorado State
94061,No. 25 Wyoming,24-Oct-1992,3 - 0,Win,W Volleyball,Wyoming,Wyoming
94062,Weber State,27-Oct-1992,3 - 0,Win,W Volleyball,Weber State,Weber State
94063,Utah,30-Oct-1992,3 - 1,Win,W Volleyball,Utah,Utah
94064,Utah State,3-Nov-1992,3 - 0,Win,W Volleyball,BYU,Utah State
94065,UTEP,6-Nov-1992,3 - 0,Win,W Volleyball,BYU,UTEP
94066,No. 15 New Mexico,7-Nov-1992,3 - 2,Win,W Volleyball,BYU,New Mexico
94067,San Diego State,12-Nov-1992,3 - 1,Win,W Volleyball,SDSU,SDSU
94068,No. 25 Fresno State,13-Nov-1992,3 - 0,Win,W Volleyball,Fresno State,Fresno State
94069,Wyoming,20-Nov-1992,3 - 0,Win,W Volleyball,BYU,Wyoming
94070,No. 25 Colorado State,21-Nov-1992,3 - 1,Win,W Volleyball,BYU,Colorado State
94071,No. 11 Texas,27-Nov-1992,3 - 2,Win,W Volleyball,Texas,Texas
94072,Texas-Arlington,28-Nov-1992,3 - 0,Win,W Volleyball,UT Arlington,UT Arlington
94073,Santa Clara,4-Dec-1992,3 - 0,Win,W Volleyball,BYU,Santa Clara
94074,No. 10 Southern California,11-Dec-1992,3 - 1,Win,W Volleyball,Neutral,USC
94075,No. 1 UCLA,12-Dec-1992,0 - 3,Loss,W Volleyball,UCLA,UCLA
94076,Boise State,30-Aug-1991,3 - 0,Win,W Volleyball,Boise State,Boise State
94077,Northern Iowa,30-Aug-1991,3 - 0,Win,W Volleyball,Neutral,Northern Iowa
94078,Idaho State,31-Aug-1991,3 - 1,Win,W Volleyball,Neutral,Idaho State
94079,Cal State Northridge,31-Aug-1991,3 - 1,Win,W Volleyball,Neutral,CSUN
94080,No. 15 Pepperdine,5-Sep-1991,3 - 1,Win,W Volleyball,Neutral,Pepperdine
94081,No. 14 Ohio State,6-Sep-1991,3 - 1,Win,W Volleyball,Neutral,Ohio State
94082,Arizona State,13-Sep-1991,3 - 0,Win,W Volleyball,BYU,Arizona State
94083,Boise State,14-Sep-1991,3 - 0,Win,W Volleyball,BYU,Boise State
94084,No. 5 Nebraska,20-Sep-1991,3 - 2,Win,W Volleyball,BYU,Nebraska
94085,No. 20 Washington,21-Sep-1991,3 - 0,Win,W Volleyball,BYU,Washington
94086,Utah State,25-Sep-1991,3 - 0,Win,W Volleyball,Utah State,Utah State
94087,Weber State,27-Sep-1991,3 - 0,Win,W Volleyball,BYU,Weber State
94088,Sacramento State,28-Sep-1991,3 - 0,Win,W Volleyball,BYU,
94089,Utah,8-Oct-1991,3 - 0,Win,W Volleyball,Utah,Utah
94090,San Diego State,10-Oct-1991,3 - 2,Win,W Volleyball,SDSU,SDSU
94091,Colorado State,18-Oct-1991,3 - 0,Win,W Volleyball,BYU,Colorado State
94092,Wyoming,19-Oct-1991,3 - 2,Win,W Volleyball,BYU,Wyoming
94093,UTEP,25-Oct-1991,3 - 0,Win,W Volleyball,UTEP,UTEP
94094,No. 10 New Mexico,26-Oct-1991,1 - 3,Loss,W Volleyball,New Mexico,New Mexico
94095,Oklahoma,1-Nov-1991,3 - 0,Win,W Volleyball,Neutral,Oklahoma
94096,Texas-Arlington,2-Nov-1991,3 - 0,Win,W Volleyball,UT Arlington,UT Arlington
94097,Utah,6-Nov-1991,3 - 0,Win,W Volleyball,BYU,Utah
94098,San Diego State,8-Nov-1991,3 - 1,Win,W Volleyball,BYU,SDSU
94099,Wyoming,15-Nov-1991,3 - 0,Win,W Volleyball,Wyoming,Wyoming
94100,Colorado State,16-Nov-1991,3 - 1,Win,W Volleyball,Colorado State,Colorado State
94101,No. 9 New Mexico,22-Nov-1991,1 - 3,Loss,W Volleyball,BYU,New Mexico
94102,UTEP,23-Nov-1991,3 - 1,Win,W Volleyball,BYU,UTEP
94103,No. 2 Long Beach State,29-Nov-1991,2 - 3,Loss,W Volleyball,Long Beach State,Long Beach State
94104,Cal Poly,30-Nov-1991,3 - 2,Win,W Volleyball,Neutral,Cal Poly
94105,No. 14 Southern California,6-Dec-1991,1 - 3,Loss,W Volleyball,BYU,USC
94106,Colorado,1-Sep-1990,3 - 1,Win,W Volleyball,BYU,Colorado
94107,Rice,7-Sep-1990,3 - 0,Win,W Volleyball,BYU,Rice
94108,Kentucky,7-Sep-1990,3 - 0,Win,W Volleyball,BYU,Kentucky
94109,No. 4 Pacific,8-Sep-1990,1 - 3,Loss,W Volleyball,BYU,Pacific
94110,Utah State,14-Sep-1990,3 - 0,Win,W Volleyball,BYU,Utah State
94111,Boise State,14-Sep-1990,1 - 3,Win,W Volleyball,BYU,Boise State
94112,Gonzaga,15-Sep-1990,3 - 0,Win,W Volleyball,BYU,Gonzaga
94113,No. 16 Arizona,20-Sep-1990,3 - 0,Win,W Volleyball,BYU,Arizona
94114,No. 5 Texas,21-Sep-1990,2 - 3,Loss,W Volleyball,Neutral,Texas
94115,Texas-Arlington,22-Sep-1990,3 - 0,Win,W Volleyball,Neutral,UT Arlington
94116,Idaho State,25-Sep-1990,3 - 1,Win,W Volleyball,BYU,Idaho State
94117,No. 2 Nebraska,28-Sep-1990,1 - 3,Loss,W Volleyball,Nebraska,Nebraska
94118,No. 17 Wisconsin,29-Sep-1990,0 - 3,Loss,W Volleyball,Neutral,Wisconsin
94119,North Carolina,29-Sep-1990,3 - 0,Win,W Volleyball,Neutral,North Carolina
94120,Wyoming,5-Oct-1990,3 - 1,Win,W Volleyball,BYU,Wyoming
94121,Colorado State,6-Oct-1990,3 - 0,Win,W Volleyball,BYU,Colorado State
94122,Utah,8-Oct-1990,3 - 0,Win,W Volleyball,BYU,Utah
94123,Weber State,9-Oct-1990,3 - 0,Win,W Volleyball,Weber State,Weber State
94124,No. 2 Nebraska,11-Oct-1990,0 - 3,Loss,W Volleyball,Neutral,Nebraska
94125,Saint Mary's,12-Oct-1990,3 - 0,Win,W Volleyball,Neutral,Saint Mary's
94126,No. 11 New Mexico,18-Oct-1990,2 - 3,Loss,W Volleyball,New Mexico,New Mexico
94127,San Diego State,20-Oct-1990,3 - 2,Win,W Volleyball,SDSU,SDSU
94128,Idaho State,27-Oct-1990,3 - 1,Win,W Volleyball,Idaho State,Idaho State
94129,Weber State,30-Oct-1990,3 - 0,Win,W Volleyball,BYU,Weber State
94130,Montana,2-Nov-1990,3 - 0,Win,W Volleyball,BYU,Montana
94131,Utah,3-Nov-1990,3 - 0,Win,W Volleyball,Utah,Utah
94132,Colorado State,9-Nov-1990,3 - 2,Win,W Volleyball,Colorado State,Colorado State
94133,Wyoming,10-Nov-1990,3 - 2,Win,W Volleyball,Wyoming,Wyoming
94134,No. 19 San Diego State,16-Nov-1990,3 - 0,Win,W Volleyball,BYU,SDSU
94135,No. 12 New Mexico,17-Nov-1990,3 - 1,Win,W Volleyball,BYU,New Mexico
94136,No. 9 Long Beach State,23-Nov-1990,2 - 3,Loss,W Volleyball,Long Beach State,Long Beach State
94137,Houston,24-Nov-1990,3 - 2,Win,W Volleyball,Neutral,Houston
94138,No. 8 UC Santa Barbara,24-Nov-1990,3 - 0,Win,W Volleyball,Neutral,UC Santa Barbara
94139,No. 19 San Diego State,30-Nov-1990,1 - 3,Loss,W Volleyball,BYU,SDSU
94140,Bradley,31-Aug-1989,3 - 0,Win,W Volleyball,BYU,Bradley
94141,No. 8 Long Beach State,1-Sep-1989,0 - 3,Loss,W Volleyball,BYU,Long Beach State
94142,No. 20 Cal Poly,2-Sep-1989,3 - 2,Win,W Volleyball,BYU,Cal Poly
94143,Fresno State,8-Sep-1989,3 - 1,Win,W Volleyball,Neutral,Fresno State
94144,Ohio State,8-Sep-1989,3 - 2,Win,W Volleyball,Neutral,Ohio State
94145,No. 17 Southern California,9-Sep-1989,3 - 0,Win,W Volleyball,Neutral,USC
94146,No. 14 Arizona State,9-Sep-1989,3 - 2,Win,W Volleyball,Neutral,Arizona State
94147,California,9-Sep-1989,3 - 0,Loss,W Volleyball,Neutral,Cal
94148,Idaho State,15-Sep-1989,2 - 3,Loss,W Volleyball,BYU,Idaho State
94149,Utah,15-Sep-1989,3 - 0,Win,W Volleyball,BYU,Utah
94150,BYU-Hawaii,16-Sep-1989,2 - 3,Loss,W Volleyball,BYU,BYU-Hawaii
94151,SW Missouri State,16-Sep-1989,3 - 1,Win,W Volleyball,BYU,Missouri State
94152,Weber State,18-Sep-1989,3 - 2,Win,W Volleyball,Weber State,Weber State
94153,No. 11 Arizona,29-Sep-1989,2 - 3,Loss,W Volleyball,Arizona,Arizona
94154,No. 12 Texas-Arlington,30-Sep-1989,0 - 3,Loss,W Volleyball,Neutral,UT Arlington
94155,Arizona State,2-Oct-1989,3 - 2,Win,W Volleyball,Arizona State,Arizona State
94156,No. 20 New Mexico,6-Oct-1989,1 - 3,Loss,W Volleyball,New Mexico,New Mexico
94157,New Mexico State,7-Oct-1989,3 - 0,Win,W Volleyball,New Mexico State,New Mexico State
94158,Washington State,9-Oct-1989,3 - 2,Win,W Volleyball,BYU,Washington State
94159,Utah,12-Oct-1989,3 - 0,Win,W Volleyball,BYU,Utah
94160,Montana,13-Oct-1989,3 - 0,Win,W Volleyball,BYU,Montana
94161,Utah State,14-Oct-1989,3 - 0,Win,W Volleyball,Utah State,Utah State
94162,No. 20 Wyoming,19-Oct-1989,3 - 0,Win,W Volleyball,BYU,Wyoming
94163,Colorado State,21-Oct-1989,3 - 1,Win,W Volleyball,BYU,Colorado State
94164,Texas A&M,27-Oct-1989,3 - 1,Win,W Volleyball,Texas A&M,Texas A&M
94165,No. 10 Texas,28-Oct-1989,0 - 3,Loss,W Volleyball,Texas,Texas
94166,New Mexico State,2-Nov-1989,3 - 0,Win,W Volleyball,BYU,New Mexico State
94167,No. 16 New Mexico,4-Nov-1989,3 - 1,Win,W Volleyball,BYU,New Mexico
94168,Utah State,7-Nov-1989,3 - 1,Win,W Volleyball,BYU,Utah State
94169,Utah,8-Nov-1989,3 - 0,Win,W Volleyball,Utah,Utah
94170,Florida State,10-Nov-1989,2 - 3,Loss,W Volleyball,Neutral,Florida State
94171,Syracuse,11-Nov-1989,3 - 0,Win,W Volleyball,Neutral,Syracuse
94172,No. 20 Wyoming,17-Nov-1989,1 - 3,Loss,W Volleyball,Wyoming,Wyoming
94173,Colorado State,18-Nov-1989,3 - 2,Win,W Volleyball,Colorado State,Colorado State
94174,No. 10 Arizona,20-Nov-1989,2 - 3,Loss,W Volleyball,BYU,Arizona
94175,Chaminade,30-Aug-1988,3 - 0,Win,W Volleyball,Neutral,
94176,BYU-Hawaii,30-Aug-1988,3 - 0,Win,W Volleyball,BYU-Hawaii,BYU-Hawaii
94177,No. 2 Hawai'i,31-Aug-1988,0 - 3,Loss,W Volleyball,Hawai'i,Hawai'i
94178,No. 17 Oregon,1-Sep-1988,3 - 0,Win,W Volleyball,Neutral,Oregon
94179,No. 7 Texas,9-Sep-1988,0 - 3,Loss,W Volleyball,BYU,Texas
94180,Pittsburgh,10-Sep-1988,3 - 0,Win,W Volleyball,BYU,Pitt
94181,No. 6 Pacific,10-Sep-1988,3 - 0,Win,W Volleyball,BYU,Pacific
94182,Weber State,15-Sep-1988,3 - 2,Win,W Volleyball,BYU,Weber State
94183,Utah,16-Sep-1988,3 - 0,Win,W Volleyball,BYU,Utah
94184,Utah State,17-Sep-1988,3 - 1,Win,W Volleyball,BYU,Utah State
94185,Southern Utah,17-Sep-1988,3 - 0,Win,W Volleyball,BYU,Southern Utah
94186,Weber State,17-Sep-1988,3 - 0,Win,W Volleyball,BYU,Weber State
94187,Providence,23-Sep-1988,3 - 0,Win,W Volleyball,Neutral,Providence
94188,Northeastern,24-Sep-1988,3 - 0,Win,W Volleyball,Neutral,Northeastern
94189,Rhode Island,24-Sep-1988,3 - 1,Win,W Volleyball,Rhode Island,Rhode Island
94190,Florida,29-Sep-1988,3 - 0,Win,W Volleyball,BYU,Florida
94191,No. 4 Illinios,1-Oct-1988,3 - 2,Win,W Volleyball,BYU,Illinois
94192,No. 17 Arizona State,3-Oct-1988,1 - 3,Loss,W Volleyball,BYU,Arizona State
94193,Utah State,6-Oct-1988,3 - 0,Win,W Volleyball,Utah State,Utah State
94194,Utah,7-Oct-1988,3 - 0,Win,W Volleyball,BYU,Utah
94195,Colorado State,14-Oct-1988,3 - 0,Win,W Volleyball,Colorado State,Colorado State
94196,Wyoming,15-Oct-1988,3 - 0,Win,W Volleyball,Wyoming,Wyoming
94197,New Mexico,20-Oct-1988,2 - 3,Loss,W Volleyball,BYU,New Mexico
94198,New Mexico State,22-Oct-1988,3 - 1,Win,W Volleyball,BYU,New Mexico State
94199,No. 14 Southern California,28-Oct-1988,3 - 0,Win,W Volleyball,Neutral,USC
94200,No. 1 UCLA,29-Oct-1988,0 - 3,Loss,W Volleyball,UCLA,UCLA
94201,Cal Poly,31-Oct-1988,1 - 3,Loss,W Volleyball,Cal Poly,Cal Poly
94202,Utah,4-Nov-1988,3 - 0,Win,W Volleyball,Utah,Utah
94203,Utah State,5-Nov-1988,3 - 1,Win,W Volleyball,Utah State,Utah State
94204,New Mexico State,11-Nov-1988,1 - 3,Loss,W Volleyball,New Mexico State,New Mexico State
94205,New Mexico,12-Nov-1988,2 - 3,Loss,W Volleyball,New Mexico,New Mexico
94206,Colorado State,17-Nov-1988,3 - 1,Win,W Volleyball,BYU,Colorado State
94207,Wyoming,18-Nov-1988,3 - 1,Win,W Volleyball,BYU,Wyoming
94208,No. 1 UCLA,25-Nov-1988,0 - 3,Loss,W Volleyball,Neutral,UCLA
94209,No. 10 Pacific,26-Nov-1988,0 - 3,Loss,W Volleyball,Pacific,Pacific
94210,No. 16 Arizona,2-Dec-1988,3 - 1,Win,W Volleyball,BYU,Arizona
94211,No. 1 UCLA,9-Dec-1988,0 - 3,Loss,W Volleyball,UCLA,UCLA
94212,Texas A&M,4-Sep-1987,3 - 0,Win,W Volleyball,Neutral,Texas A&M
94213,No. 13 Arizona State,5-Sep-1987,3 - 0,Win,W Volleyball,Neutral,Arizona State
94214,No. 9 Illinois,5-Sep-1987,3 - 1,Win,W Volleyball,Illinois,Illinois
94215,Purdue,9-Sep-1987,3 - 1,Win,W Volleyball,BYU,Purdue
94216,Cal Poly,10-Sep-1987,3 - 0,Win,W Volleyball,BYU,Cal Poly
94217,No. 4 Stanford,11-Sep-1987,3 - 1,Win,W Volleyball,BYU,Stanford
94218,Memphis State,16-Sep-1987,3 - 0,Win,W Volleyball,BYU,Memphis
94219,Rhode Island,17-Sep-1987,3 - 0,Win,W Volleyball,BYU,Rhode Island
94220,Ohio State,17-Sep-1987,3 - 0,Win,W Volleyball,BYU,Ohio State
94221,Boise State,18-Sep-1987,3 - 1,Win,W Volleyball,BYU,Boise State
94222,UC Riverside,18-Sep-1987,3 - 0,Win,W Volleyball,BYU,UC Riverside
94223,Texas-Arlington,19-Sep-1987,3 - 0,Win,W Volleyball,BYU,UT Arlington
94224,Idaho State,19-Sep-1987,3 - 0,Win,W Volleyball,BYU,Idaho State
94225,No. 1 Pacific,2-Oct-1987,1 - 3,Loss,W Volleyball,Pacific,Pacific
94226,Fresno State,3-Oct-1987,3 - 0,Win,W Volleyball,Fresno State,Fresno State
94227,No. 16 Pepperdine,7-Oct-1987,3 - 1,Win,W Volleyball,Pepperdine,Pepperdine
94228,No. 14 UC Santa Barbara,8-Oct-1987,3 - 0,Win,W Volleyball,UC Santa Barbara,UC Santa Barbara
94229,Fresno State,9-Oct-1987,3 - 0,Win,W Volleyball,Neutral,Fresno State
94230,No. 5 UCLA,10-Oct-1987,3 - 1,Win,W Volleyball,UCLA,UCLA
94231,No. 1 Pacific,10-Oct-1987,0 - 3,Loss,W Volleyball,Neutral,Pacific
94232,No. 6 Colorado State,16-Oct-1987,3 - 0,Win,W Volleyball,BYU,Colorado State
94233,Wyoming,17-Oct-1987,3 - 0,Win,W Volleyball,BYU,Wyoming
94234,Weber State,22-Oct-1987,3 - 0,Win,W Volleyball,Weber State,Weber State
94235,Utah,23-Oct-1987,3 - 0,Win,W Volleyball,BYU,Utah
94236,Utah State,24-Oct-1987,3 - 0,Win,W Volleyball,Utah State,Utah State
94237,Wyoming,30-Oct-1987,3 - 0,Win,W Volleyball,Wyoming,Wyoming
94238,No. 6 Colorado State,31-Oct-1987,1 - 3,Loss,W Volleyball,Colorado State,Colorado State
94239,Utah,4-Nov-1987,3 - 0,Win,W Volleyball,Utah,Utah
94240,Utah State,5-Nov-1987,3 - 0,Win,W Volleyball,BYU,Utah State
94241,No. 7 UCLA,7-Nov-1987,1 - 3,Loss,W Volleyball,BYU,UCLA
94242,New Mexico State,13-Nov-1987,3 - 1,Win,W Volleyball,New Mexico State,New Mexico State
94243,New Mexico,14-Nov-1987,3 - 0,Win,W Volleyball,New Mexico,New Mexico
94244,New Mexico,20-Nov-1987,3 - 0,Win,W Volleyball,BYU,New Mexico
94245,New Mexico State,21-Nov-1987,3 - 0,Win,W Volleyball,BYU,New Mexico State
94246,No. 20 Arizona State,25-Nov-1987,3 - 1,Win,W Volleyball,Arizona State,Arizona State
94247,Arizona,27-Nov-1987,3 - 0,Win,W Volleyball,Arizona,Arizona
94248,No. 19 Pepperdine,5-Dec-1987,3 - 0,Win,W Volleyball,BYU,Pepperdine
94249,No. 5 UCLA,12-Dec-1987,3 - 1,Win,W Volleyball,Neutral,UCLA
94250,No. 3 Stanford,13-Dec-1987,1 - 3,Loss,W Volleyball,Stanford,Stanford
94251,No. 13 Arizona,4-Sep-1986,3 - 0,Win,W Volleyball,BYU,Arizona
94252,No. 15 Cal Poly,6-Sep-1986,3 - 2,Win,W Volleyball,BYU,Cal Poly
94253,No. 20 Pepperdine,10-Sep-1986,3 - 1,Win,W Volleyball,BYU,Pepperdine
94254,U. S. International,11-Sep-1986,3 - 0,Win,W Volleyball,Neutral,USIU
94255,Illinois State,11-Sep-1986,3 - 0,Win,W Volleyball,Neutral,
94256,Texas A&M,12-Sep-1986,3 - 0,Win,W Volleyball,Neutral,Texas A&M
94257,No. 19 Western Michigan,12-Sep-1986,3 - 0,Win,W Volleyball,Neutral,
94258,No. 7 San Diego State,13-Sep-1986,2 - 3,Loss,W Volleyball,SDSU,SDSU
94259,BYU-Hawaii,16-Sep-1986,3 - 0,Win,W Volleyball,BYU,BYU-Hawaii
94260,Idaho State,18-Sep-1986,3 - 1,Win,W Volleyball,BYU,Idaho State
94261,Washington,18-Sep-1986,3 - 0,Win,W Volleyball,BYU,Washington
94262,Montana,19-Sep-1986,3 - 0,Win,W Volleyball,BYU,Montana
94263,BYU-Hawaii,19-Sep-1986,3 - 0,Win,W Volleyball,BYU,BYU-Hawaii
94264,Washington,20-Sep-1986,2 - 3,Win,W Volleyball,BYU,Washington
94265,Idaho State,26-Sep-1986,3 - 0,Win,W Volleyball,Idaho State,Idaho State
94266,Weber State,30-Sep-1986,3 - 0,Win,W Volleyball,Weber State,Weber State
94267,No. 9 Nebraska,4-Oct-1986,0 - 3,Loss,W Volleyball,BYU,Nebraska
94268,Cal State Northridge,9-Oct-1986,2 - 0,Win,W Volleyball,Neutral,CSUN
94269,No. 11 UC Santa Barbara,9-Oct-1986,2 - 0,Win,W Volleyball,Neutral,UC Santa Barbara
94270,California,10-Oct-1986,2 - 0,Win,W Volleyball,Neutral,Cal
94271,Long Beach State,10-Oct-1986,3 - 2,Win,W Volleyball,Neutral,Long Beach State
94272,No. 2 Pacific,11-Oct-1986,3 - 2,Win,W Volleyball,Neutral,Pacific
94273,No. 4 Hawai'i,11-Oct-1986,3 - 2,Win,W Volleyball,Neutral,Hawai'i
94274,New Mexico,17-Oct-1986,3 - 1,Win,W Volleyball,New Mexico,New Mexico
94275,No. 19 New Mexico State,18-Oct-1986,3 - 0,Win,W Volleyball,New Mexico State,New Mexico State
94276,Weber State,21-Oct-1986,3 - 0,Win,W Volleyball,BYU,Weber State
94277,No. 9 Arizona State,23-Oct-1986,3 - 0,Win,W Volleyball,BYU,Arizona State
94278,Utah,24-Oct-1986,3 - 0,Win,W Volleyball,Utah,Utah
94279,Utah State,25-Oct-1986,3 - 0,Win,W Volleyball,BYU,Utah State
94280,Wyoming,30-Oct-1986,3 - 0,Win,W Volleyball,BYU,Wyoming
94281,No. 14 Colorado State,31-Oct-1986,3 - 0,Win,W Volleyball,BYU,Colorado State
94282,New Mexico,6-Nov-1986,3 - 0,Win,W Volleyball,BYU,New Mexico
94283,New Mexico State University,7-Nov-1986,3 - 0,Win,W Volleyball,BYU,New Mexico State
94284,Wyoming,14-Nov-1986,3 - 0,Win,W Volleyball,Wyoming,Wyoming
94285,No. 19 Colorado State,15-Nov-1986,3 - 2,Win,W Volleyball,Colorado State,Colorado State
94286,Utah,21-Nov-1986,3 - 0,Win,W Volleyball,BYU,Utah
94287,Utah State,22-Nov-1986,3 - 0,Win,W Volleyball,Utah State,Utah State
94288,Florida State,28-Nov-1986,3 - 1,Win,W Volleyball,Neutral,Florida State
94289,California,29-Nov-1986,3 - 0,Win,W Volleyball,Neutral,Cal
94290,Florida,29-Nov-1986,3 - 0,Win,W Volleyball,Florida,Florida
94291,Washington,5-Dec-1986,3 - 0,Win,W Volleyball,BYU,Washington
94292,No. 13 Arizona State,11-Dec-1986,3 - 1,Win,W Volleyball,Neutral,Arizona State
94293,No. 10 Stanford,12-Dec-1986,0 - 3,Loss,W Volleyball,Stanford,Stanford
94294,No. 1 UCLA,6-Sep-1985,1 - 3,Loss,W Volleyball,BYU,UCLA
94295,Weber State,10-Sep-1985,3 - 1,Win,W Volleyball,Weber State,Weber State
94296,Idaho State,11-Sep-1985,3 - 0,Win,W Volleyball,BYU,Idaho State
94297,No. 7 Cal Poly,12-Sep-1985,3 - 2,Win,W Volleyball,BYU,Cal Poly
94298,Indiana,17-Sep-1985,3 - 0,Win,W Volleyball,BYU,Indiana
94299,Nevada,19-Sep-1985,3 - 0,Win,W Volleyball,BYU,Nevada
94300,Washington State,19-Sep-1985,3 - 0,Win,W Volleyball,BYU,Washington State
94301,Ohio State,19-Sep-1985,3 - 0,Win,W Volleyball,BYU,Ohio State
94302,Montana,20-Sep-1985,3 - 0,Win,W Volleyball,BYU,Montana
94303,Idaho,20-Sep-1985,3 - 0,Win,W Volleyball,BYU,Idaho
94304,Utah,21-Sep-1985,2 - 3,Loss,W Volleyball,BYU,Utah
94305,Illinois State,21-Sep-1985,3 - 1,Win,W Volleyball,BYU,
94306,Weber State,25-Sep-1985,3 - 0,Win,W Volleyball,BYU,Weber State
94307,Oregon,27-Sep-1985,3 - 0,Win,W Volleyball,Neutral,Oregon
94308,No. 5 Nebraska,28-Sep-1985,0 - 3,Loss,W Volleyball,Nebraska,Nebraska
94309,No. 13 Arizona,28-Sep-1985,0 - 3,Loss,W Volleyball,Neutral,Arizona
94310,Utah State,3-Oct-1985,3 - 0,Win,W Volleyball,Utah State,Utah State
94311,Utah,4-Oct-1985,3 - 0,Win,W Volleyball,BYU,Utah
94312,No. 17 Arizona State,10-Oct-1985,0 - 2,Loss,W Volleyball,Neutral,Arizona State
94313,Cal State Fullerton,11-Oct-1985,2 - 0,Win,W Volleyball,Neutral,
94314,No. 2 Pacific,11-Oct-1985,0 - 2,Loss,W Volleyball,Neutral,Pacific
94315,Oregon,11-Oct-1985,3 - 0,Win,W Volleyball,Neutral,Oregon
94316,California,12-Oct-1985,3 - 0,Win,W Volleyball,Neutral,Cal
94317,No. 8 Southern California,12-Oct-1985,3 - 1,Win,W Volleyball,Neutral,USC
94318,Wyoming,18-Oct-1985,3 - 0,Win,W Volleyball,Wyoming,Wyoming
94319,No. 13 Colorado State,19-Oct-1985,1 - 3,Loss,W Volleyball,Colorado State,Colorado State
94320,New Mexico State,23-Oct-1985,3 - 2,Win,W Volleyball,BYU,New Mexico State
94321,New Mexico,25-Oct-1985,3 - 1,Win,W Volleyball,BYU,New Mexico
94322,Utah,30-Oct-1985,2 - 3,Loss,W Volleyball,Utah,Utah
94323,No. 2 UCLA,1-Nov-1985,0 - 3,Loss,W Volleyball,Neutral,UCLA
